the_month,POA_CODE21,class,kwh,nmi_count
2022-07-01,3950,Commercial,503453.63929,366
2022-07-01,3950,Industrial,1861347.048,6
2022-07-01,3950,Residential,1661190.37588,2425
2022-07-01,3951,Commercial,126171.55069999999,157
2022-07-01,3951,Residential,346053.8816,442
2022-07-01,3953,Commercial,1430575.1681,952
2022-07-01,3953,Industrial,2959943.1971,22
2022-07-01,3953,Residential,2724145.6328,3755
2022-07-01,3954,Commercial,49580.428700000004,37
2022-07-01,3954,Residential,136348.46,175
2022-07-01,3956,Commercial,485022.4135,418
2022-07-01,3956,Industrial,122399.074,5
2022-07-01,3956,Residential,1337354.0859,3136
2022-07-01,3957,Commercial,82566.722,49
2022-07-01,3957,Industrial,35301.888,1
2022-07-01,3957,Residential,97125.6966,137
2022-07-01,3958,Commercial,54148.400499999996,56
2022-07-01,3958,Residential,102520.4584,141
2022-07-01,3959,Commercial,289565.1895,173
2022-07-01,3959,Industrial,25661.252,2
2022-07-01,3959,Residential,541709.5468,1322
2022-07-01,3960,Commercial,631254.9002,332
2022-07-01,3960,Industrial,127067.59199999999,4
2022-07-01,3960,Residential,1018387.1078,1560
2022-07-01,3962,Commercial,247818.79529,163
2022-07-01,3962,Industrial,124416.02,1
2022-07-01,3962,Residential,363033.2434,569
2022-07-01,3964,Commercial,1809.4452,12
2022-07-01,3964,Residential,63433.653,98
2022-07-01,3965,Commercial,14808.9367,34
2022-07-01,3965,Residential,105324.3601,257
2022-07-01,3966,Commercial,134454.3257,124
2022-07-01,3966,Residential,201230.8613,299
2022-07-01,3967,Commercial,67240.2617,43
2022-07-01,3967,Industrial,24097.36,1
2022-07-01,3967,Residential,44563.266,67
2022-07-01,3971,Commercial,755101.0363,615
2022-07-01,3971,Industrial,467443.038,8
2022-07-01,3971,Residential,1534525.32691,2351
2022-07-01,3975,Commercial,665552.6376,212
2022-07-01,3975,Industrial,1071991.99,16
2022-07-01,3975,Residential,2457672.1545,5360
2022-07-01,3976,Commercial,576439.0954,304
2022-07-01,3976,Industrial,520829.44,12
2022-07-01,3976,Residential,3818623.82029,8633
2022-07-01,3977,Commercial,3755150.39413,1912
2022-07-01,3977,Industrial,6455440.1956,121
2022-07-01,3977,Residential,15170784.27705,33526
2022-07-01,3978,Commercial,858708.76779,565
2022-07-01,3978,Industrial,1772656.041,26
2022-07-01,3978,Residential,6533298.6981,16738
2022-07-01,3979,Commercial,60119.61,56
2022-07-01,3979,Industrial,148443.02,2
2022-07-01,3979,Residential,121525.0329,156
2022-07-01,3980,Commercial,227521.8708,165
2022-07-01,3980,Industrial,97658.5148,5
2022-07-01,3980,Residential,1252398.3486,1340
2022-07-01,3981,Commercial,577974.6966,472
2022-07-01,3981,Industrial,630482.798,15
2022-07-01,3981,Residential,1743201.38298,2138
2022-07-01,3984,Commercial,472319.3053,380
2022-07-01,3984,Industrial,1263386.806,18
2022-07-01,3984,Residential,2494499.1102,4168
2022-07-01,3987,Commercial,127145.8624,89
2022-07-01,3987,Industrial,1024802.6936,8
2022-07-01,3987,Residential,553135.47911,591
2022-07-01,3988,Commercial,207778.47770000002,163
2022-07-01,3988,Industrial,676974.24,2
2022-07-01,3988,Residential,395160.40939,468
2022-07-01,3990,Commercial,26644.983,20
2022-07-01,3990,Residential,35385.2017,49
2022-07-01,3991,Commercial,42732.5087,60
2022-07-01,3991,Industrial,59232.278,2
2022-07-01,3991,Residential,171705.0732,207
2022-07-01,3992,Commercial,98345.4118,90
2022-07-01,3992,Residential,471882.0996,648
2022-07-01,3995,Commercial,1234001.81358,725
2022-07-01,3995,Industrial,1156743.6818,28
2022-07-01,3995,Residential,3842728.14587,6676
2022-07-01,3996,Commercial,440579.3337,301
2022-07-01,3996,Industrial,275152.348,5
2022-07-01,3996,Residential,2357981.3085,4828
2022-08-01,2646,Commercial,3.174,1
2022-08-01,3023,Commercial,286.1424,1
2022-08-01,3064,Commercial,508033.9337,87
2022-08-01,3064,Industrial,1404677.064,19
2022-08-01,3064,Residential,1538696.1038,4660
2022-08-01,3073,Commercial,43.606,3
2022-08-01,3074,Commercial,4185554.44049,2442
2022-08-01,3074,Industrial,7188478.8748,85
2022-08-01,3074,Residential,3211943.84029,8228
2022-08-01,3075,Commercial,493210.74751,320
2022-08-01,3075,Industrial,421311.064,8
2022-08-01,3075,Residential,3477290.51519,8704
2022-08-01,3076,Commercial,3318698.01022,1726
2022-08-01,3076,Industrial,12495289.9521,130
2022-08-01,3076,Residential,4875778.28338,12011
2022-08-01,3082,Commercial,662036.7498,397
2022-08-01,3082,Industrial,2902694.351,39
2022-08-01,3082,Residential,4478574.17378,10674
2022-08-01,3083,Commercial,1454647.3452,962
2022-08-01,3083,Industrial,3023531.6248,57
2022-08-01,3083,Residential,4655642.95209,10308
2022-08-01,3085,Commercial,51283.2363,21
2022-08-01,3085,Industrial,99440.04999999999,3
2022-08-01,3085,Residential,472382.8922,1013
2022-08-01,3087,Commercial,330503.8048,188
2022-08-01,3087,Industrial,151002.645,4
2022-08-01,3087,Residential,1577297.277,3819
2022-08-01,3088,Commercial,1403474.56632,682
2022-08-01,3088,Industrial,2796278.705,39
2022-08-01,3088,Residential,4887451.38083,10963
2022-08-01,3089,Commercial,465228.2569,249
2022-08-01,3089,Industrial,325580.25,10
2022-08-01,3089,Residential,2334153.6252,4510
2022-08-01,3090,Commercial,98171.9111,76
2022-08-01,3090,Industrial,163402.106,3
2022-08-01,3090,Residential,766528.1069,824
2022-08-01,3091,Commercial,190504.556,73
2022-08-01,3091,Industrial,16831.14,1
2022-08-01,3091,Residential,691690.1614,528
2022-08-01,3093,Commercial,223369.49539999999,94
2022-08-01,3093,Industrial,195413.228,6
2022-08-01,3093,Residential,996763.5415,1659
2022-08-01,3094,Commercial,212974.7738,178
2022-08-01,3094,Industrial,159090.128,5
2022-08-01,3094,Residential,1661676.48746,3813
2022-08-01,3095,Commercial,1512339.53886,892
2022-08-01,3095,Industrial,1338064.3518,24
2022-08-01,3095,Residential,5830277.30868,10428
2022-08-01,3096,Commercial,23859.2282,21
2022-08-01,3096,Industrial,57869.490000000005,2
2022-08-01,3096,Residential,433472.4181,647
2022-08-01,3097,Commercial,75521.3898,45
2022-08-01,3097,Industrial,25206.176,1
2022-08-01,3097,Residential,552203.43399,522
2022-08-01,3099,Commercial,225047.0816,184
2022-08-01,3099,Industrial,181224.5001,1
2022-08-01,3099,Residential,1362074.5324,1862
2022-08-01,3106,Commercial,71.9472,2
2022-08-01,3106,Residential,46048.1228,50
2022-08-01,3111,Commercial,115346.58000000002,17
2022-08-01,3111,Industrial,71206.192,1
2022-08-01,3111,Residential,386030.3455,487
2022-08-01,3113,Commercial,397180.9571,217
2022-08-01,3113,Industrial,68068.6,2
2022-08-01,3113,Residential,2141384.18874,3005
2022-08-01,3114,Commercial,90151.1002,69
2022-08-01,3114,Residential,1047186.46963,1249
2022-08-01,3115,Commercial,129821.8013,66
2022-08-01,3115,Residential,1025119.6406,1291
2022-08-01,3116,Commercial,519313.3462,250
2022-08-01,3116,Industrial,2036534.772,34
2022-08-01,3116,Residential,2114399.3183,4475
2022-08-01,3132,Residential,9160.6789,17
2022-08-01,3133,Commercial,1539.1190000000001,3
2022-08-01,3133,Residential,72178.9709,159
2022-08-01,3134,Commercial,2807140.206,1634
2022-08-01,3134,Industrial,9684261.039,84
2022-08-01,3134,Residential,6301946.75289,13784
2022-08-01,3135,Commercial,676772.7655,439
2022-08-01,3135,Industrial,1087609.96,14
2022-08-01,3135,Residential,3697999.37389,8569
2022-08-01,3136,Commercial,1892953.8008,1320
2022-08-01,3136,Industrial,2359517.9437,50
2022-08-01,3136,Residential,8125325.27991,19226
2022-08-01,3137,Commercial,1379065.1718,726
2022-08-01,3137,Industrial,2088565.158,33
2022-08-01,3137,Residential,2629576.71133,6069
2022-08-01,3138,Commercial,551518.8264,348
2022-08-01,3138,Industrial,510486.67,13
2022-08-01,3138,Residential,3908217.4252,8763
2022-08-01,3139,Commercial,1030963.74733,747
2022-08-01,3139,Industrial,432161.9686,9
2022-08-01,3139,Residential,3639593.341,5456
2022-08-01,3140,Commercial,1558135.594,965
2022-08-01,3140,Industrial,3208378.1447,47
2022-08-01,3140,Residential,3114604.69249,6844
2022-08-01,3152,Commercial,1484280.8216,771
2022-08-01,3152,Industrial,5412938.9284,68
2022-08-01,3152,Residential,4538941.4259,10512
2022-08-01,3153,Commercial,4833021.07781,2940
2022-08-01,3153,Industrial,7143429.9431,114
2022-08-01,3153,Residential,3747015.41421,9279
2022-08-01,3154,Commercial,223599.9879,91
2022-08-01,3154,Industrial,8.04,1
2022-08-01,3154,Residential,838113.1938,1697
2022-08-01,3155,Commercial,1293216.30769,1062
2022-08-01,3155,Industrial,2335260.3084,35
2022-08-01,3155,Residential,4209191.08206,10345
2022-08-01,3156,Commercial,2007015.47588,1234
2022-08-01,3156,Industrial,3230050.0791,40
2022-08-01,3156,Residential,7113905.65937,15032
2022-08-01,3158,Commercial,210611.2641,124
2022-08-01,3158,Industrial,452158.707,3
2022-08-01,3158,Residential,1304204.1417,2559
2022-08-01,3159,Commercial,40996.476,66
2022-08-01,3159,Residential,676298.70876,958
2022-08-01,3160,Commercial,447277.17941,310
2022-08-01,3160,Industrial,267853.6259,7
2022-08-01,3160,Residential,2011439.05411,3498
2022-08-01,3175,Commercial,251992.87490000002,79
2022-08-01,3175,Industrial,704558.082,11
2022-08-01,3175,Residential,489.3043,1
2022-08-01,3178,Commercial,1027087.153,485
2022-08-01,3178,Industrial,1926585.295,31
2022-08-01,3178,Residential,3228447.3088,7035
2022-08-01,3179,Commercial,38181.799100000004,30
2022-08-01,3179,Industrial,54785.600000000006,2
2022-08-01,3179,Residential,305766.1826,706
2022-08-01,3180,Commercial,1169634.0591,621
2022-08-01,3180,Industrial,3959095.0531,44
2022-08-01,3180,Residential,1266717.2268,3022
2022-08-01,3434,Commercial,0.0,1
2022-08-01,3522,Residential,2850.953,7
2022-08-01,3607,Commercial,22662.103300000002,19
2022-08-01,3607,Industrial,215519.86800000002,5
2022-08-01,3607,Residential,44119.1126,60
2022-08-01,3608,Commercial,513901.4556,270
2022-08-01,3608,Industrial,353414.958,12
2022-08-01,3608,Residential,905311.4857,1405
2022-08-01,3610,Commercial,5468.534,1
2022-08-01,3612,Commercial,13725.718,1
2022-08-01,3612,Residential,15679.723,19
2022-08-01,3646,Commercial,2597.1180000000004,2
2022-08-01,3646,Residential,2189.927,5
2022-08-01,3658,Commercial,384796.91610000003,271
2022-08-01,3658,Industrial,780807.3837,8
2022-08-01,3658,Residential,1594525.439,2665
2022-08-01,3659,Commercial,56111.9282,78
2022-08-01,3659,Industrial,316.0,1
2022-08-01,3659,Residential,233751.7858,330
2022-08-01,3660,Commercial,1027752.1845,623
2022-08-01,3660,Industrial,1185980.604,26
2022-08-01,3660,Residential,2017821.3881,3741
2022-08-01,3662,Commercial,12291.444200000002,12
2022-08-01,3662,Industrial,1170526.144,2
2022-08-01,3662,Residential,173105.0505,274
2022-08-01,3663,Commercial,56467.9228,42
2022-08-01,3663,Residential,73598.4514,92
2022-08-01,3664,Commercial,167821.6259,118
2022-08-01,3664,Industrial,13027.146,1
2022-08-01,3664,Residential,429072.7214,592
2022-08-01,3665,Commercial,43720.894,54
2022-08-01,3665,Residential,127360.8134,192
2022-08-01,3666,Commercial,590269.62091,590
2022-08-01,3666,Industrial,402970.9199,12
2022-08-01,3666,Residential,1321647.28112,2556
2022-08-01,3669,Commercial,98999.488,206
2022-08-01,3669,Industrial,32155.292,1
2022-08-01,3669,Residential,428698.3432,694
2022-08-01,3670,Commercial,16381.1329,50
2022-08-01,3670,Residential,189320.5921,279
2022-08-01,3672,Commercial,1008045.7105,752
2022-08-01,3672,Industrial,5148657.008,29
2022-08-01,3672,Residential,2655010.8075,5450
2022-08-01,3673,Commercial,313489.2662,241
2022-08-01,3673,Industrial,20394.624,1
2022-08-01,3673,Residential,528310.0721,794
2022-08-01,3675,Commercial,200844.21730000002,219
2022-08-01,3675,Residential,555932.5267,823
2022-08-01,3677,Commercial,2419259.542,1354
2022-08-01,3677,Industrial,2732676.356,52
2022-08-01,3677,Residential,4003461.01539,9164
2022-08-01,3678,Commercial,653367.5285,727
2022-08-01,3678,Industrial,5078822.952,17
2022-08-01,3678,Residential,2164104.5238,2834
2022-08-01,3682,Commercial,97209.1935,86
2022-08-01,3682,Residential,184998.8216,256
2022-08-01,3683,Commercial,125681.4426,139
2022-08-01,3683,Residential,455524.27581,822
2022-08-01,3685,Commercial,397599.3908,272
2022-08-01,3685,Industrial,53205.566,2
2022-08-01,3685,Residential,843064.4294,1414
2022-08-01,3687,Commercial,77553.5825,65
2022-08-01,3687,Industrial,1675197.6376,3
2022-08-01,3687,Residential,285276.6213,520
2022-08-01,3688,Commercial,57209.0604,83
2022-08-01,3688,Industrial,266709.446,2
2022-08-01,3688,Residential,385173.7572,532
2022-08-01,3690,Commercial,3001023.7078,1610
2022-08-01,3690,Industrial,10418465.7629,92
2022-08-01,3690,Residential,6658134.52351,15778
2022-08-01,3691,Commercial,775620.9426,657
2022-08-01,3691,Industrial,4692332.606,24
2022-08-01,3691,Residential,2704404.8565,4872
2022-08-01,3695,Commercial,19857.5788,57
2022-08-01,3695,Residential,133264.0651,187
2022-08-01,3697,Commercial,48555.7203,60
2022-08-01,3697,Residential,226540.5963,316
2022-08-01,3698,Commercial,151564.1851,58
2022-08-01,3698,Residential,470238.9979,613
2022-08-01,3699,Commercial,1815820.1769,337
2022-08-01,3699,Industrial,348077.678,6
2022-08-01,3699,Residential,1288949.6543999999,1097
2022-08-01,3700,Commercial,195206.0321,150
2022-08-01,3700,Industrial,170856.968,4
2022-08-01,3700,Residential,425848.23,642
2022-08-01,3701,Commercial,242110.4455,265
2022-08-01,3701,Industrial,14858.02,1
2022-08-01,3701,Residential,338753.5308,668
2022-08-01,3704,Commercial,4387.2447,4
2022-08-01,3704,Residential,8632.751,13
2022-08-01,3705,Commercial,46363.7502,40
2022-08-01,3705,Residential,76954.1726,124
2022-08-01,3707,Commercial,366708.2458,277
2022-08-01,3707,Industrial,82203.544,3
2022-08-01,3707,Residential,655928.3769,949
2022-08-01,3708,Commercial,10111.3323,21
2022-08-01,3708,Residential,16725.0949,36
2022-08-01,3709,Commercial,106173.644,62
2022-08-01,3709,Residential,87021.7597,157
2022-08-01,3711,Commercial,42022.8155,41
2022-08-01,3711,Residential,212643.53770000002,375
2022-08-01,3712,Commercial,128657.5989,53
2022-08-01,3712,Industrial,249376.927,5
2022-08-01,3712,Residential,139180.84261,217
2022-08-01,3713,Commercial,283417.8651,120
2022-08-01,3713,Industrial,81270.003,4
2022-08-01,3713,Residential,400353.83401,880
2022-08-01,3714,Commercial,471934.6049,413
2022-08-01,3714,Industrial,180621.076,6
2022-08-01,3714,Residential,1391139.4538,1993
2022-08-01,3715,Commercial,19617.5196,48
2022-08-01,3715,Residential,123507.7222,236
2022-08-01,3717,Commercial,365870.1241,372
2022-08-01,3717,Industrial,142056.9283,5
2022-08-01,3717,Residential,1306343.81051,1883
2022-08-01,3718,Commercial,16728.734800000002,28
2022-08-01,3718,Residential,40955.05,53
2022-08-01,3719,Commercial,67064.5608,75
2022-08-01,3719,Residential,142617.6545,251
2022-08-01,3720,Commercial,94578.6557,59
2022-08-01,3720,Industrial,13723.498,1
2022-08-01,3720,Residential,285448.8265,709
2022-08-01,3722,Commercial,981706.3956,539
2022-08-01,3722,Industrial,304790.91,7
2022-08-01,3722,Residential,2413800.2946,3005
2022-08-01,3723,Commercial,2286012.7229999998,556
2022-08-01,3723,Industrial,1628837.2159,18
2022-08-01,3723,Residential,2388788.64301,3114
2022-08-01,3725,Commercial,30194.8087,69
2022-08-01,3725,Residential,172870.9404,247
2022-08-01,3726,Commercial,19652.5974,65
2022-08-01,3726,Residential,123613.3937,196
2022-08-01,3727,Commercial,11337.3858,43
2022-08-01,3727,Residential,96991.982,134
2022-08-01,3728,Commercial,4546.071,8
2022-08-01,3728,Residential,12442.934000000001,13
2022-08-01,3730,Commercial,148.083,5
2022-08-01,3730,Residential,9891.121,11
2022-08-01,3732,Commercial,79341.7301,119
2022-08-01,3732,Residential,223115.11902,276
2022-08-01,3733,Commercial,87384.656,60
2022-08-01,3733,Residential,94213.2204,123
2022-08-01,3735,Commercial,50508.668,99
2022-08-01,3735,Industrial,80331.87,2
2022-08-01,3735,Residential,261692.6791,315
2022-08-01,3737,Commercial,649117.3953,545
2022-08-01,3737,Industrial,1895985.8260000001,7
2022-08-01,3737,Residential,1826803.3092,2280
2022-08-01,3738,Commercial,55309.0742,40
2022-08-01,3738,Industrial,7246.464,1
2022-08-01,3738,Residential,80070.754,99
2022-08-01,3739,Commercial,42917.4192,45
2022-08-01,3739,Industrial,100715.776,1
2022-08-01,3739,Residential,92957.8738,104
2022-08-01,3740,Commercial,140564.5097,84
2022-08-01,3740,Residential,461176.8727,596
2022-08-01,3741,Commercial,2208536.4826,555
2022-08-01,3741,Industrial,325294.544,8
2022-08-01,3741,Residential,2246915.7298,2617
2022-08-01,3744,Commercial,23332.6448,27
2022-08-01,3744,Industrial,53520.57,1
2022-08-01,3744,Residential,202524.026,278
2022-08-01,3746,Commercial,11462.6558,23
2022-08-01,3746,Residential,102689.4069,172
2022-08-01,3747,Commercial,620387.6084,386
2022-08-01,3747,Industrial,342973.546,8
2022-08-01,3747,Residential,1748788.9298,2345
2022-08-01,3749,Commercial,170346.1175,136
2022-08-01,3749,Industrial,32424.02,1
2022-08-01,3749,Residential,587275.218,878
2022-08-01,3750,Commercial,228640.84279999998,117
2022-08-01,3750,Industrial,1031790.7083999999,16
2022-08-01,3750,Residential,3447958.0813,8942
2022-08-01,3751,Commercial,12062.68,10
2022-08-01,3751,Industrial,17919.424,1
2022-08-01,3751,Residential,59113.422,74
2022-08-01,3752,Commercial,1318206.3634,341
2022-08-01,3752,Industrial,1460384.894,23
2022-08-01,3752,Residential,3681219.54291,8565
2022-08-01,3753,Commercial,151645.1663,57
2022-08-01,3753,Industrial,52221.52,2
2022-08-01,3753,Residential,943281.0706,2009
2022-08-01,3754,Commercial,942876.3519,448
2022-08-01,3754,Industrial,2213017.844,31
2022-08-01,3754,Residential,7567002.9141,17879
2022-08-01,3755,Commercial,21823.3767,25
2022-08-01,3755,Industrial,53639.412,3
2022-08-01,3755,Residential,91386.737,110
2022-08-01,3756,Commercial,538964.0312,305
2022-08-01,3756,Industrial,960116.286,24
2022-08-01,3756,Residential,2890129.2779,6096
2022-08-01,3757,Commercial,552875.2842999999,398
2022-08-01,3757,Industrial,540353.3187,10
2022-08-01,3757,Residential,2615996.52701,3702
2022-08-01,3758,Commercial,104568.668,78
2022-08-01,3758,Industrial,40490.096,2
2022-08-01,3758,Residential,680063.3126,792
2022-08-01,3759,Commercial,27784.7775,32
2022-08-01,3759,Industrial,16800.453,1
2022-08-01,3759,Residential,398459.8986,381
2022-08-01,3760,Commercial,1740.193,3
2022-08-01,3760,Residential,97205.3905,128
2022-08-01,3761,Commercial,44954.001800000005,27
2022-08-01,3761,Residential,414972.1206,453
2022-08-01,3762,Commercial,2095.325,6
2022-08-01,3762,Residential,62006.5764,56
2022-08-01,3763,Commercial,76569.4039,65
2022-08-01,3763,Industrial,15401.216,1
2022-08-01,3763,Residential,631411.8217,733
2022-08-01,3764,Commercial,760278.2413999999,430
2022-08-01,3764,Industrial,1171025.126,23
2022-08-01,3764,Residential,2171093.6601,4050
2022-08-01,3765,Commercial,288256.796,166
2022-08-01,3765,Industrial,530379.125,6
2022-08-01,3765,Residential,1350367.02231,2442
2022-08-01,3766,Commercial,14696.2952,26
2022-08-01,3766,Industrial,136034.1614,2
2022-08-01,3766,Residential,290287.522,537
2022-08-01,3767,Commercial,91858.36660000001,32
2022-08-01,3767,Industrial,311794.986,3
2022-08-01,3767,Residential,300798.3654,534
2022-08-01,3770,Commercial,516342.40749,291
2022-08-01,3770,Industrial,538444.8821,17
2022-08-01,3770,Residential,913881.96639,1241
